품명부호,품목식별지침부호,품명(한글),품명(영문),품명정의(한글),품명정의(영문)
24169,T101-D,"하니스,개인용,화물취급용","HARNESS,PERSONNEL,CARGO HANDLING",배열이 조절가능한 띠로서 튼튼한 바닥틀에 부착되어 있는 구조이며 비행이동시 항공기로 부터 배출되는 화물을 개인이 받는데 먼저 사용토록 고안 됨.표준 가요식 후미형 비상 낙하산을 사용할 때 이용됨. 또 비행시 위험한 항공기의 열려진 문 가까이 낙하산이 펴지는 사고를 막아주고 소용돌이 공기속을 나는 항공기에서의 이탈 또는 추락으로 부터 착용자을 보호함. 비상 탈출이 필요할 때는 멜빵 취급이 바르고 빠르게 하여 주는 낙하산 개인 맬빵용 긴급 사출장치도 포함됨.,"An adjustable arrangement of straps and hardware attached to a reinforced canvas frame, designed primarily for use by personnel engaged in discharging cargo from aircraft in flight. It is intended for use with the standard flexible back-type emergency parachute. It prevents accidental and dangerous opening of the parachute near the open door of the aircraft in flight and also protects the wearer from falling out or being thrown from the aircraft when operating in turbulent air. It employs a QUICK RELEASE, PERSONNEL PARACHUTE HARNESS which provides for a quick and positive means of getting out of the harness, if an emergency exit is necessary."
24187,A10000,"효소 추출물,분석시약용",YEAST EXTRACT,,
24188,A555H0,"부속품키트,차체용","ACCESSORY KIT,VEHICLE BODY","측면 안전대,좌석,덮개,덮개용 활대 등을 갖춘 부품 키트로 적재량을 증가시키는데 또는 화물,탑승자,화물과 탑승자를 보호하는데 사용된다.","An accessory kit containing items, such as side racks, troop seats, fitted covers, top bows, and the like, intended to expand vehicle capability or provide cargo and/or personnel protection."
24192,A10000,"시안메트헤모글로빈,시약용",CYANMETHEMOGLOBIN,,
24197,T107-A,"팁 총류,자궁 캐뉴러용","TIP ASSORTMENT,UTERINE CANNULA",자궁 캐눌리에 부착하기 위해 고안된 서로 다른 크기의 유연성 있는 부품들을 한테 넣는 것이며 이것들은 어떤 자궁도관 에도 맞게 되어 있다.,An assortment of flexible items of different sizes designed for attachment to a uterine cannula. They will fit any cervical canal.
24198,T133-D,"복대,복부용,T-형","BINDER,ABDOMINAL,T-SHAPE","중앙에 고정된 끈이 있는 벨트로 이루이져 있다. 끈(스트랩)은 착용자의 다리사이로 통과되도록 고안되었고,타이스트랩을 포함하기도 한다. 패드,붕대등을 정위치에 고정시키도록 고안되었다. 참조:""BINDER,ABDOMINAL""""BINDER,SCULTETUS""","An item consisting of a belt with a strap attached to the center. The strap is designed to pass between the legs of the wearer and may contain tie straps. It is designed primarily to hold pads, bandages, and the like, in place. See also BINDER,ABDOMINAL and BINDER,SCULTETUS."
24199,A508Q0,"습도기,문자판식,전해식","HYGROMETER,DIAL INDICATING,ELECTROLYTIC","전해 과정에 의하여 압축공기 배관과 같은 밀폐된 환 경에서의 습도, 함유량을 계속적으로 측정하는 기구. 제외:HYGROMETER,DIAL INDICATING","An instrument for continuously measuring moisture content of a closed environment, such as a compressed air line, by electrolytic process. Excludes:HYGROMETER, DIAL INDICATING."
24205,A10800,"파라-시멘,시약용",CYMENE,,
24206,A10800,"데카히드로 나프탈렌,공업용",DECAHYDRONAPHTHALENE,,
24208,A10800,"코발트,분석 시약용",COBALT,,
24210,A10800,"알부민,달걀제,시약용","ALBUMEN,EGG",,
24212,A23800,"게임용구,셔플보드용","GAME,SHUFFLEBOARD",,
24216,A10800,크레졸 퍼플 시약용,CRESOL PURPLE,,
24218,A10800,"글리코겐,시약용",GLYCOGEN,,
24219,A10800,"염산 D-글루코스아민,시약용",GLUCOSAMINE HYDROCHLORIDE,,
24220,A10800,"염산 구아니딘,시약용",GUANIDINE HYDROCHLORIDE,,
24229,A10800,"시클로헥산,분석시약용",CYCLOHEXANE,,
24232,A40400,선박용 천,BOAT CLOTH,"조그만 배를 진수시킬 경우 물보라로 부터 승객들을 보호하기 위한 무릎덮는 모포와 같은 것으로서, 사람들의 주위를 감싸기 위하여 사용되는 천으로 만들어진 품목 이것은 미합중국대통령, 해군장관, 그리고 기타 고위층의 사람들의 서열이나 지위를 표시하기 위한 띠를 가지고 있을 수도 있다.","An item made of cloth used to wrap around the body or as a laprobe for the protection of passengers of a small boat or launch against water spray. It may bear stripes to designate the rank of the person or an emblem, such as for the President of the United States, Secretary of the Navy, and the like."
24234,A21500,구명조끼,"VEST,SURVIVAL",호울터(HALTER)와 같은 의복으로 어깨에 맞도록 조절가능한 멜빵이 달려있고 비행기  승무원이 입도록 만들었다. 이 조끼에는 구명장비를 보유하도록 다양한 모양과 크기의 주머니가 붙어있다.,"A halterlike garment with adjustable harness arranged over the shoulders, designed to be worn by aircraft personnel. It contains pockets of various design and size to accommodate survival equipment."
24237,A10800,"파라-테르페닐,시약용",TERPHENYL,,
24250,A510V0,"시험키트,질소 측정용","TEST KIT,NITROGEN DETERMINATION","혈청, 혈장 또는 오줌 및 기타 질소 포함물질의 임상 표본에서 요소 미리 형성된 암모니아, 비단백질 화합물의 질소 분석용으로 의학 실험실에서 쓰는 품목들로된 킷트이다.",
24259,A10800,"질산리튬,분석시약용",LITHIUM NITRATE,,
24260,A10800,"탄산 망간,분석시약용",MANGANESE CARBONATE,,
24261,A10800,"알리자린 옐로 R,시약용",ALIZARIN YELLOW R,,
24264,A600A0,"판자,사이드월용,공기타이어 수리용","VENEER,SIDEWALL,PNEUMATIC TIRE REPAIR",통상 다양한 크기 및 단면의 인조고무와 천연 완충 점성 고무로 제작된 납작한 품목으로서 공기압 타이어의 측면을 수리하는데 주로 사용된다.  ,A flat item usually fabricated from synthetic rubber and natural cushion gum rubber of various sizes and cross-sections. The item is used primarily for reconditioning sidewalls of pneumatic tires.
24265,T146-B,"래크,안과 연마반용","RACK,OPHTHALMIC LAP",안과 실험실에서 사용되는 연마반들을 챙겨 놓는 선 반모양의 설비이다.,A shelflike item designed to hold laps used in the ophthalmic laboratory.
24266,T234-C,"보안경,태양,바람과먼지방지용","GOGGLES,SUN,WIND AND DUST","태양광선의 섬광이나 예광탄에서 발산되는 과도한 광선 그리고 바람과 먼지로부터 눈을 보호해주는 보호안경이다. 통상 안경테의 전 둘레가 얼굴 윤곽에 맞는 모양으로 되어있으며 머리띠로 얼굴에 고정된다. 렌즈를 교환할 수 있게 되어 있으며 한벌 이상이 추가로 지급되고 있다. 제외:""GOGGLES,SUN""""GOGGLES,FLYERS""""GOGGLES,INNDUSTRIAL""""GOGGLES HAVING CORRECTIVE LENSES","Goggles designed to protect the eyes from glare of sunlight and excessive light, such as emitted by tracer bullets and from dust and wind. They are generally shaped to have facial contact around the entire periphery of the frame, and held in place by a head band. They are designed for replacement lenses and may be furnished with one or more additional sets. Excludes:GOGGLES, SUN; GOGGLES, FLYERS; GOGGLES, INNDUSTRIAL and goggles having corrective lenses."
24267,T133-G,"부우지,요관용","BOUGIE,URETERAL",통상 짜서 만드는 가요성 실린더로 이것은 수뇨관 속으로 잘 들어가기에 적합한 팁을 가졌으며 경사지고 그리고 여성 생식기 전면 모양을 가지고 있다.,A flexible cylinder usually of woven construction. It has a tapered and/or bulbar fore section with a suitable tip for introduction into the ureter.
24268,T133-G,"모상,요관용","FILIFORM,URETERAL",직경이 약 1/16인치인 고래수염이나 성형된 나일론으로 만들어진 길고 얇은 가요성 원통형 품목으로서 요관에 집어넣기 위해  각품목 끝에 적당히 첨단부를 가지고 있다.,A long thin flexible cylinder made of whalebone or molded nylon usually about 1/16 inch (1.5875 millimeters) in diameter. It is suitably tipped on each end for introduction into the ureter.
24273,T113-J,"넥타,살구,통조림형","NECTAR,APRICOT,CANNED",,
24274,T113-J,"넥타,복숭아,통조림형","NECTAR,PEACH,CANNED",,
24278,A10800,"규산 에틸,시약용",ETHYL SILICATE,,
24280,A10800,"산화크롬,분석시약용",CHROMIUM OXIDE,,
24281,A10800,"에틸 레드,시약용",ETHYL RED,,
24285,A41200,"옷,방사능 오염 방지용","SUIT,RADIOACTIVE CONTAMINANTS PROTECTIVE","원자로 발전소 주위에 쌓인 정도의 저수준 방사능 오염 환 경에서 일하고 있는 요원들이 착용하도록 만들어진 보호의로서 상, 하의로 구분된 품목이다.","A two-piece garment designed for the protection of personnel working in the presence of low level radioactive contamination, such as accumulates around atomic reactor power plants."
24286,T102-A,"정치기,연결된 탄알용","REPOSITIONING MACHINE,LINKED CARTRIDGE",연결밸트내의 튀어 나오거나 느슨한 탄알들을 정확하게 재배치하는데 사용되는 가벼운 수동식이다.,"A lightweight, hand-operated machine used to accurately reposition misaligned or loose cartridges in link belts."
24287,A10800,"황산 제1수은,분석시약용",MERCUROUS SULFATE,,
24289,A10100,"보호물,전기연결구용","GUARD,ELECTRICAL CONNECTOR","전기 연결구의 결합단의 손상을 방지하도록 특별히 제작된 품목. 연결구 결합단의 접점은 연결용으로 덮어지지않 는다. 제외:COVER,ELECTRICAL CONNECTOR 참조:COVER AND GUARD,ELECTRICAL CONNECTOR","An item specifically designed to prevent damage to the mating end of one or more electrical connectors. The contacts of the connector(s) mating end are left exposed for connection. Excludes:COVER,ELECTRICAL CONNECTOR. See also COVER AND GUARD,ELECTRICAL CONNECTOR."
24290,T107-H,"치관세트,치과용,임시용","CROWN SET,DENTAL,TEMPORARY",치관과 가공의치대의 일시적인 보호덮개로서 사용토록 제작 된 품목들의 집합체이다.,A group of items designed for use as temporary protective coverings of crown and bridge abutments. Also used for space maintainer devices for children.
24292,T265-C,"멸균기,젖병 및 젖먹이 음식용","STERILIZER,NURSINGBOTTLES AND FORMULAS",3,
24293,A10800,"디클로로메탄,분석 시약용",DICHLOROMETHANE,,
24294,A10800,"디요오도메탄,시약용",DIIODOMETHANE,,
24299,T23700,"덮개,환등기 슬라이드용,사진용","COVER,PROJECTOR SLIDE,PHOTOGRAPHIC",결함 또는 단점이 없는 깨끗한 유리조각으로 환등기 슬라이드의 감광유제면을 보호하기 위하여 덮개로 사용한다.,"A sheet or plate of clear glass, free from flaws or imperfections, used as a protective covering for the emulsion side of a projector slide."
24303,A23800,"의료장비세트,해군해안단,단정대용","MEDICAL EQUIPMENT SET,NAVAL BEACH GROUP,BOAT UNIT",,
24304,A23800,"의료장비세트,해군 해안단,참모급지휘관","MEDICAL EQUIPMENT SET,NAVAL BEACH GROUP,STAFF COMMANDER",,
24306,A23800,"의료보급품세트,기지보급지원용,재보급용","MEDICAL SUPPLY SET,BASE SUPPLY SUPPORT,RESUPPLY SET",,
24307,A07000,"스페이서,고리형","SPACER,RING","원형으로 생긴 것으로서 조립된 부분들 사 이의 미리 결정된 거리를 유지하고 압력을 분배시키거나 구성품 사이의 끝맞대기 운동을 방지해주는 역할을 한다. 이는 하나의  도금안된 단면과 두개의 평탄하고 베어링면을 갖고 있다. 중앙에 위치 한 구멍의 축에직각인 베어링면들 사이의 거리는 외부 직 경의 25%를 초과하지 않아야 하며,중앙 구 멍의 직경은 외측 직경의 75%를 초과해야만 된다. 여기에서 도금이 된 품목들은 제외 한다. 펠트나 플라스틱을 제외하고 합침형 흑연이나 윤활된 비금속 물질로부터 제조된품목에 관해서는 가스켓(GASKET)를 참조한 다. 윤활된 플라스틱으로 만든 품목에 관해서는 ""베어링,와샤용,추력식을(BEARING,WASHER THRUST)"" 참조한다. 윤활된 펠트로 만 든 품목에 관해서는 ""펠트,기계용,예비성형(FELT,ME-CHANICAL,PREFORMED)""을 참조한다. 제외:""DISK,VALVE"",""INSULATOR WASHER"",""SHIM"" 참조:""SPACER,PLATE"",""SPACER,SLEEVE""","A circular-shaped item designed to maintain predetermined distance between assembled parts and/or for distributing pressure or preventing endwise movement between member parts. It has a solid cross-section and two flat parallel bearing surfaces. The distance between the bearing surfaces perpendicular to the axis of the centrally located hole shall not exceed 25 percent of the outside diameter. The diameter of the centrally located hole must exceed 75 percent of the outside diameter. Excludes:laminated items. For items manufactured from impregnated graphite or lubricated nonmetallic materials, excluding felt or plastics, see GASKET. For items manufactured from lubricated plastics, see BEARING, WASHER, THRUST. For items manufactured from lubricated felt, see FELT, MECHANICAL, PREFORMED. Excludes:DISK, VALVE; INSULATOR WASHER; and SHIM. See also SPACER, PLATE and SPACER, SLEEVE."
24312,A10000,"시험지 및 색도표,소변내 혈액검사용","TEST STRIPS AND COLOR CHART,BLOOD IN URINE",,
24313,T113-F,"크림,산성","CREAM,SOUR",0.20%이상의 유산을 함유하고 있는 크림,"Cream, the acidity of which is more than 0.5 percent expressed as lactic acid."
